Horario,Tentativas,Status,Ultima_String,Ultimo_Hash
Thu Jan  1 16:32:21 2026,2003000000,EM_ANDAMENTO,C1Sug9TM6W1l,5a727262
Thu Jan  1 16:32:23 2026,2003500000,EM_ANDAMENTO,rhOqDC7r8Zr,5227feff
Thu Jan  1 16:32:25 2026,2004000000,EM_ANDAMENTO,bPjiabJNCSgt,ba6978dd
Thu Jan  1 16:32:27 2026,2004500000,EM_ANDAMENTO,CPu8Dlq44J0i,be8377d1
Thu Jan  1 16:32:29 2026,2005000000,EM_ANDAMENTO,9rfWRoeG,af0df1eb
Thu Jan  1 16:32:31 2026,2005500000,EM_ANDAMENTO,qtTsR0GyzK33,f4697e5a
Thu Jan  1 16:32:33 2026,2006000000,EM_ANDAMENTO,xHpCZ,227af158
Thu Jan  1 16:32:35 2026,2006500000,EM_ANDAMENTO,k8lOUDfsRy,931d2c21
Thu Jan  1 16:32:37 2026,2007000000,EM_ANDAMENTO,VN33TbHD,abec74ae
Thu Jan  1 16:32:39 2026,2007500000,EM_ANDAMENTO,xyv,dfb8d331
Thu Jan  1 16:32:41 2026,2008000000,EM_ANDAMENTO,a,85c8de88
Thu Jan  1 16:32:43 2026,2008500000,EM_ANDAMENTO,qUH9,6b4ef38b
Thu Jan  1 16:32:45 2026,2009000000,EM_ANDAMENTO,NxuIW,03689f04
Thu Jan  1 16:32:47 2026,2009500000,EM_ANDAMENTO,abG82NGDs,46b3d9c4
Thu Jan  1 16:32:49 2026,2010000000,EM_ANDAMENTO,SVKT,c7a74540
Thu Jan  1 16:32:51 2026,2010500000,EM_ANDAMENTO,qAhoYAe850Y,f2d0d2f9
Thu Jan  1 16:32:53 2026,2011000000,EM_ANDAMENTO,8ob,a457e192
Thu Jan  1 16:32:55 2026,2011500000,EM_ANDAMENTO,52dixsk,2063685a
Thu Jan  1 16:32:57 2026,2012000000,EM_ANDAMENTO,LKqFs4m,55e5b50b
Thu Jan  1 16:32:59 2026,2012500000,EM_ANDAMENTO,0sT81TeH,fada56b7
Thu Jan  1 16:33:01 2026,2013000000,EM_ANDAMENTO,cZQG,50b4a9cf
Thu Jan  1 16:33:03 2026,2013500000,EM_ANDAMENTO,OiaOzFq7,62d91b7d
Thu Jan  1 16:33:05 2026,2014000000,EM_ANDAMENTO,LhuZkrjCMip,62b12de8
Thu Jan  1 16:33:07 2026,2014500000,EM_ANDAMENTO,7AFkpPCb85,7f19bf40
Thu Jan  1 16:33:09 2026,2015000000,EM_ANDAMENTO,KKlxjksELWg,150d27ee
Thu Jan  1 16:33:11 2026,2015500000,EM_ANDAMENTO,jyZf,68af6a93
Thu Jan  1 16:33:13 2026,2016000000,EM_ANDAMENTO,xuGtf,cf33fa6a
Thu Jan  1 16:33:15 2026,2016500000,EM_ANDAMENTO,fZ,1e3b086f
Thu Jan  1 16:33:17 2026,2017000000,EM_ANDAMENTO,h1y1CwZZI5,8089e799
Thu Jan  1 16:33:19 2026,2017500000,EM_ANDAMENTO,09hxP1Sgd3J,f9eb64e1
Thu Jan  1 16:33:21 2026,2018000000,EM_ANDAMENTO,ob,7936d56f
Thu Jan  1 16:33:23 2026,2018500000,EM_ANDAMENTO,ju,bcac9aff
Thu Jan  1 16:33:25 2026,2019000000,EM_ANDAMENTO,gheqbtq,b3d2c5b6
Thu Jan  1 16:33:27 2026,2019500000,EM_ANDAMENTO,nyHf,66092506
Thu Jan  1 16:33:29 2026,2020000000,EM_ANDAMENTO,4gNh5,af6835cc
Thu Jan  1 16:33:31 2026,2020500000,EM_ANDAMENTO,7DMI58R,2fc22bd4
Thu Jan  1 16:33:33 2026,2021000000,EM_ANDAMENTO,lIkL,0f88489a
Thu Jan  1 16:33:35 2026,2021500000,EM_ANDAMENTO,bVv1atFK80T,f83661d6
Thu Jan  1 16:33:36 2026,2022000000,EM_ANDAMENTO,whuOpr,7370e1ac
Thu Jan  1 16:33:38 2026,2022500000,EM_ANDAMENTO,fi5pNjHQbXZ,bc1b565a
Thu Jan  1 16:33:40 2026,2023000000,EM_ANDAMENTO,hMe5trtLN,2c67c5d7
Thu Jan  1 16:33:43 2026,2023500000,EM_ANDAMENTO,B9TiMC3A,2b8289e9
Thu Jan  1 16:33:45 2026,2024000000,EM_ANDAMENTO,yDRqhHGjhk0,0bac9a4b
Thu Jan  1 16:33:47 2026,2024500000,EM_ANDAMENTO,hFJXzaxJ9dio,d55b9968
Thu Jan  1 16:33:49 2026,2025000000,EM_ANDAMENTO,HRU,367fc6bd
Thu Jan  1 16:33:51 2026,2025500000,EM_ANDAMENTO,U,286668ef
Thu Jan  1 16:33:53 2026,2026000000,EM_ANDAMENTO,dkEMHguhSthC,662db757
Thu Jan  1 16:33:55 2026,2026500000,EM_ANDAMENTO,O7wchwfcH01,3e3d6a89
Thu Jan  1 16:33:57 2026,2027000000,EM_ANDAMENTO,E6zQh0,95a0274d
Thu Jan  1 16:33:59 2026,2027500000,EM_ANDAMENTO,PV5LnMgDeLD,6d2a2b3e
Thu Jan  1 16:34:01 2026,2028000000,EM_ANDAMENTO,pXalS,8234cf91
Thu Jan  1 16:34:03 2026,2028500000,EM_ANDAMENTO,05yzcbzRkI,e1b46c7f
Thu Jan  1 16:34:05 2026,2029000000,EM_ANDAMENTO,4,f7275a1e
Thu Jan  1 16:34:07 2026,2029500000,EM_ANDAMENTO,i0V7am12LY,528be42b
Thu Jan  1 16:34:09 2026,2030000000,EM_ANDAMENTO,UlFjlqTu,c33beeee
Thu Jan  1 16:34:11 2026,2030500000,EM_ANDAMENTO,EjJlvuJhk,bf80a57a
Thu Jan  1 16:34:13 2026,2031000000,EM_ANDAMENTO,fCwSLaVPo6,6dd74db2
Thu Jan  1 16:34:15 2026,2031500000,EM_ANDAMENTO,pwE69wq,9a6d96bc
Thu Jan  1 16:34:17 2026,2032000000,EM_ANDAMENTO,48IeA,908bfeff
Thu Jan  1 16:34:19 2026,2032500000,EM_ANDAMENTO,UMny8HEnPWE,03b25b18
Thu Jan  1 16:34:21 2026,2033000000,EM_ANDAMENTO,qKSn,b6ff64c4
Thu Jan  1 16:34:23 2026,2033500000,EM_ANDAMENTO,m7QfrlBghCA,181853dc
Thu Jan  1 16:34:25 2026,2034000000,EM_ANDAMENTO,umV,cd849a86
Thu Jan  1 16:34:27 2026,2034500000,EM_ANDAMENTO,Z,dad14f5a
Thu Jan  1 16:34:29 2026,2035000000,EM_ANDAMENTO,YmAldUA,194a52c8
Thu Jan  1 16:34:31 2026,2035500000,EM_ANDAMENTO,Q0nCLr,e4e42a47
Thu Jan  1 16:34:33 2026,2036000000,EM_ANDAMENTO,ES,f43aa251
Thu Jan  1 16:34:35 2026,2036500000,EM_ANDAMENTO,O7HrS,542f2840
Thu Jan  1 16:34:37 2026,2037000000,EM_ANDAMENTO,H8FrVTM2,c9f39bed
Thu Jan  1 16:34:39 2026,2037500000,EM_ANDAMENTO,m5wg10t,0563ad40
Thu Jan  1 16:34:41 2026,2038000000,EM_ANDAMENTO,Lim9ww3,b454a24b
Thu Jan  1 16:34:43 2026,2038500000,EM_ANDAMENTO,4ZZUh,7e6382b1
Thu Jan  1 16:34:45 2026,2039000000,EM_ANDAMENTO,81v3,0c54f468
Thu Jan  1 16:34:47 2026,2039500000,EM_ANDAMENTO,ju,bcac9aff
Thu Jan  1 16:34:49 2026,2040000000,EM_ANDAMENTO,smsBfeZjJ,1add5b5b
Thu Jan  1 16:34:51 2026,2040500000,EM_ANDAMENTO,N9kjXBxPF4tz,cd2aeda8
Thu Jan  1 16:34:53 2026,2041000000,EM_ANDAMENTO,ApdrTqM,888e2092
Thu Jan  1 16:34:55 2026,2041500000,EM_ANDAMENTO,KpZADHq6j4h,bdd6f7ec
Thu Jan  1 16:34:57 2026,2042000000,EM_ANDAMENTO,Kc,2f9f98b9
Thu Jan  1 16:34:59 2026,2042500000,EM_ANDAMENTO,sK8S84CMp1BV,487bb384
Thu Jan  1 16:35:01 2026,2043000000,EM_ANDAMENTO,BB7Z,361845d9
Thu Jan  1 16:35:03 2026,2043500000,EM_ANDAMENTO,ed9jRpV4DvjD,15147ae5
Thu Jan  1 16:35:05 2026,2044000000,EM_ANDAMENTO,Gk8j4T,dd12a959
Thu Jan  1 16:35:07 2026,2044500000,EM_ANDAMENTO,du9jy4Ye96H,898ab0b2
Thu Jan  1 16:35:09 2026,2045000000,EM_ANDAMENTO,DdQhHEuZ,9aef148c
Thu Jan  1 16:35:11 2026,2045500000,EM_ANDAMENTO,Se31Detu1,d049db20
Thu Jan  1 16:35:13 2026,2046000000,EM_ANDAMENTO,EBkhHWjSA1V,51139520
Thu Jan  1 16:35:15 2026,2046500000,EM_ANDAMENTO,usTBFEWbRHB,a7ee3f82
Thu Jan  1 16:35:17 2026,2047000000,EM_ANDAMENTO,TFFbMlUE,f898b277
Thu Jan  1 16:35:19 2026,2047500000,EM_ANDAMENTO,PHt6,64e248ff
Thu Jan  1 16:35:21 2026,2048000000,EM_ANDAMENTO,RA6491Dv,37fd2e91
Thu Jan  1 16:35:23 2026,2048500000,EM_ANDAMENTO,LiTrsT6DnQ,df290279
Thu Jan  1 16:35:25 2026,2049000000,EM_ANDAMENTO,hbgzoQZ,49b05f94
Thu Jan  1 16:35:27 2026,2049500000,EM_ANDAMENTO,c,a5c1009b
Thu Jan  1 16:35:29 2026,2050000000,EM_ANDAMENTO,8T,b8bb7db2
Thu Jan  1 16:35:31 2026,2050500000,EM_ANDAMENTO,leyBUeBBeo,5d54c12c
Thu Jan  1 16:35:33 2026,2051000000,EM_ANDAMENTO,oTrcYOr29,99b23c01
Thu Jan  1 16:35:35 2026,2051500000,EM_ANDAMENTO,anqHC3b9VL7,7336079c
Thu Jan  1 16:35:37 2026,2052000000,EM_ANDAMENTO,CR6opiSEHjA,9f3b5373
Thu Jan  1 16:35:39 2026,2052500000,EM_ANDAMENTO,nngTWk,2523d345
Thu Jan  1 16:35:41 2026,2053000000,EM_ANDAMENTO,rt1TE,1f234f6e
Thu Jan  1 16:35:43 2026,2053500000,EM_ANDAMENTO,kSI4TkJHi,066968aa
Thu Jan  1 16:35:45 2026,2054000000,EM_ANDAMENTO,ICt,eb4fd196
Thu Jan  1 16:35:48 2026,2054500000,EM_ANDAMENTO,ZHOS,1c3b4c7c
Thu Jan  1 16:35:50 2026,2055000000,EM_ANDAMENTO,ecfNUtdMS,dd0f8e14
Thu Jan  1 16:35:52 2026,2055500000,EM_ANDAMENTO,J,5efe2fba
Thu Jan  1 16:35:54 2026,2056000000,EM_ANDAMENTO,kGhKFZ,9eb633b1
Thu Jan  1 16:35:56 2026,2056500000,EM_ANDAMENTO,iMWajlF6,5a240092
Thu Jan  1 16:35:58 2026,2057000000,EM_ANDAMENTO,qCy,45334bcd
Thu Jan  1 16:36:00 2026,2057500000,EM_ANDAMENTO,C9GuBlhOlwK,a598297d
Thu Jan  1 16:36:04 2026,2058000000,EM_ANDAMENTO,2yluJ,6c2477db
Thu Jan  1 16:36:06 2026,2058500000,EM_ANDAMENTO,LJzRx5y6dFb,75b36474
Thu Jan  1 16:36:09 2026,2059000000,EM_ANDAMENTO,9D6LwRs,50f57d3d
Thu Jan  1 16:36:11 2026,2059500000,EM_ANDAMENTO,u9kP,9b15dfb0
Thu Jan  1 16:36:13 2026,2060000000,EM_ANDAMENTO,xCHb2SipFbDc,575d1a9b
Thu Jan  1 16:36:15 2026,2060500000,EM_ANDAMENTO,HQJ,d0df2b7a
Thu Jan  1 16:36:17 2026,2061000000,EM_ANDAMENTO,VK3qV3,392d3ba8
Thu Jan  1 16:36:19 2026,2061500000,EM_ANDAMENTO,lxmif89Vu,90aad52c
Thu Jan  1 16:36:21 2026,2062000000,EM_ANDAMENTO,CF,80ebd8a4
Thu Jan  1 16:36:23 2026,2062500000,EM_ANDAMENTO,uHfB,51f4fd81
Thu Jan  1 16:36:25 2026,2063000000,EM_ANDAMENTO,Vhsdls,bcb7ba88
Thu Jan  1 16:36:28 2026,2063500000,EM_ANDAMENTO,cTEV7KTUViLe,dc7dfbbb
Thu Jan  1 16:36:30 2026,2064000000,EM_ANDAMENTO,06KzF,edad6073
Thu Jan  1 16:36:32 2026,2064500000,EM_ANDAMENTO,h9sZ,a6b11558
Thu Jan  1 16:36:34 2026,2065000000,EM_ANDAMENTO,QgLiBPklh,4772c537
Thu Jan  1 16:36:36 2026,2065500000,EM_ANDAMENTO,RdrlgiyeTxa,90d37826
Thu Jan  1 16:36:38 2026,2066000000,EM_ANDAMENTO,ai0X,94cd3e70
Thu Jan  1 16:36:40 2026,2066500000,EM_ANDAMENTO,vLrTbKXojgVk,032098f2
Thu Jan  1 16:36:42 2026,2067000000,EM_ANDAMENTO,uHVinA0JlRdY,ec067af2
Thu Jan  1 16:36:45 2026,2067500000,EM_ANDAMENTO,bRZx,f3596e8a
Thu Jan  1 16:36:47 2026,2068000000,EM_ANDAMENTO,j4mYYAlUS,8d91f38b
Thu Jan  1 16:36:49 2026,2068500000,EM_ANDAMENTO,boNEQIeFt,2361787a
Thu Jan  1 16:36:51 2026,2069000000,EM_ANDAMENTO,npYhnu4teySN,9fd9d8fb
Thu Jan  1 16:36:53 2026,2069500000,EM_ANDAMENTO,HfXL,1a109058
Thu Jan  1 16:36:55 2026,2070000000,EM_ANDAMENTO,a,85c8de88
Thu Jan  1 16:36:58 2026,2070500000,EM_ANDAMENTO,IgeghXUXUfX,88f4e3e9
Thu Jan  1 16:37:00 2026,2071000000,EM_ANDAMENTO,16sD5pF0EJvc,c405d771
Thu Jan  1 16:37:02 2026,2071500000,EM_ANDAMENTO,K8r48,a9eee609
Thu Jan  1 16:37:04 2026,2072000000,EM_ANDAMENTO,prEDWtNZDJ,51ef96ba
Thu Jan  1 16:37:06 2026,2072500000,EM_ANDAMENTO,XZTJD4Wl0uU,5491fddd
Thu Jan  1 16:37:08 2026,2073000000,EM_ANDAMENTO,xdslQIeGUX5k,bbed3661
Thu Jan  1 16:37:11 2026,2073500000,EM_ANDAMENTO,KZ,38dd80f4
Thu Jan  1 16:37:13 2026,2074000000,EM_ANDAMENTO,ZYoqbyn,f6b6575f
Thu Jan  1 16:37:15 2026,2074500000,EM_ANDAMENTO,qXDFBu,7a7a4d38
Thu Jan  1 16:37:17 2026,2075000000,EM_ANDAMENTO,v,904f2f17
Thu Jan  1 16:37:19 2026,2075500000,EM_ANDAMENTO,rjNmhbcuzf5k,6af79ffc
Thu Jan  1 16:37:21 2026,2076000000,EM_ANDAMENTO,7IDYNbLAJOyY,fe301882
Thu Jan  1 16:37:23 2026,2076500000,EM_ANDAMENTO,itt,81171bff
Thu Jan  1 16:37:25 2026,2077000000,EM_ANDAMENTO,uyq1nRg,4cf24609
Thu Jan  1 16:37:27 2026,2077500000,EM_ANDAMENTO,cT,9b4516d0
Thu Jan  1 16:37:29 2026,2078000000,EM_ANDAMENTO,mInQ,e904ee2c
Thu Jan  1 16:37:31 2026,2078500000,EM_ANDAMENTO,Kc348ME9p,4f70c2e6
Thu Jan  1 16:37:33 2026,2079000000,EM_ANDAMENTO,IlGrhri,db474afd
Thu Jan  1 16:37:35 2026,2079500000,EM_ANDAMENTO,6JfA42Pw6NvF,dcbe17d6
Thu Jan  1 16:37:37 2026,2080000000,EM_ANDAMENTO,OHCRX3SH,e3f6b2f1
Thu Jan  1 16:37:39 2026,2080500000,EM_ANDAMENTO,RJYGDYOtxm,540a6c18
Thu Jan  1 16:37:41 2026,2081000000,EM_ANDAMENTO,6e,75917ec1
Thu Jan  1 16:37:43 2026,2081500000,EM_ANDAMENTO,80S,8346a810
Thu Jan  1 16:37:45 2026,2082000000,EM_ANDAMENTO,t,ef012cb5
Thu Jan  1 16:37:47 2026,2082500000,EM_ANDAMENTO,dK,ece33dd4
Thu Jan  1 16:37:49 2026,2083000000,EM_ANDAMENTO,b,f0ffa343
Thu Jan  1 16:37:51 2026,2083500000,EM_ANDAMENTO,HaIU1vG2IlW,ef66d16c
Thu Jan  1 16:37:53 2026,2084000000,EM_ANDAMENTO,jzLA2c2BQKRs,6f60267d
Thu Jan  1 16:37:55 2026,2084500000,EM_ANDAMENTO,g82kEPoYwP8G,7a9bab6c
Thu Jan  1 16:37:57 2026,2085000000,EM_ANDAMENTO,3MFXdBczMI,daf43d8f
Thu Jan  1 16:37:59 2026,2085500000,EM_ANDAMENTO,g5a8jvrIu,519f711f
Thu Jan  1 16:38:01 2026,2086000000,EM_ANDAMENTO,EKFwuTA35,361c9480
Thu Jan  1 16:38:03 2026,2086500000,EM_ANDAMENTO,a8Q,9bdfff85
Thu Jan  1 16:38:05 2026,2087000000,EM_ANDAMENTO,E1scwVPJt,c543ebba
Thu Jan  1 16:38:07 2026,2087500000,EM_ANDAMENTO,IB,bec5895c
Thu Jan  1 16:38:09 2026,2088000000,EM_ANDAMENTO,by,6f7158f0
Thu Jan  1 16:38:11 2026,2088500000,EM_ANDAMENTO,Sxan8VN5MwF,45a43583
Thu Jan  1 16:38:13 2026,2089000000,EM_ANDAMENTO,IsPDvODQDWx,afcd4a58
Thu Jan  1 16:38:14 2026,2089500000,EM_ANDAMENTO,y7FzJjw9LU,b3b3d8b3
Thu Jan  1 16:38:16 2026,2090000000,EM_ANDAMENTO,mO76oehu,38a36ff8
Thu Jan  1 16:38:18 2026,2090500000,EM_ANDAMENTO,C8BW7D,99193e2e
Thu Jan  1 16:38:20 2026,2091000000,EM_ANDAMENTO,MhgN2xy9K,03923e44
Thu Jan  1 16:38:22 2026,2091500000,EM_ANDAMENTO,D5t,9aa91ab7
Thu Jan  1 16:38:24 2026,2092000000,EM_ANDAMENTO,NVWc,773581f1
Thu Jan  1 16:38:26 2026,2092500000,EM_ANDAMENTO,DLpe,d64586a6
Thu Jan  1 16:38:28 2026,2093000000,EM_ANDAMENTO,pgeoHsEkXQQ,bd48c0e2
Thu Jan  1 16:38:30 2026,2093500000,EM_ANDAMENTO,7p4tdn,d4e48e03
Thu Jan  1 16:38:32 2026,2094000000,EM_ANDAMENTO,3jtBnF,cc3ae62f
Thu Jan  1 16:38:34 2026,2094500000,EM_ANDAMENTO,aJqMTr5Bw6,d7483f03
Thu Jan  1 16:38:36 2026,2095000000,EM_ANDAMENTO,KjKu,d882b28c
Thu Jan  1 16:38:38 2026,2095500000,EM_ANDAMENTO,up,64c07c44
Thu Jan  1 16:38:40 2026,2096000000,EM_ANDAMENTO,weP7,00c5e044
Thu Jan  1 16:38:42 2026,2096500000,EM_ANDAMENTO,CiJ9m5,b3f52199
Thu Jan  1 16:38:44 2026,2097000000,EM_ANDAMENTO,WfoXSYhp9,1648ea65
Thu Jan  1 16:38:45 2026,2097500000,EM_ANDAMENTO,jPw91bud,c879a2f5
Thu Jan  1 16:38:47 2026,2098000000,EM_ANDAMENTO,WibiM2YEw,9dbf4c51
Thu Jan  1 16:38:49 2026,2098500000,EM_ANDAMENTO,zVNIIPaD1C,98bb208f
Thu Jan  1 16:38:51 2026,2099000000,EM_ANDAMENTO,5e0yJZRY9o6,302ad8cf
Thu Jan  1 16:38:53 2026,2099500000,EM_ANDAMENTO,dq,b84be06b
Thu Jan  1 16:38:55 2026,2100000000,EM_ANDAMENTO,Fow6cdLxrxSB,83cfe4ad
Thu Jan  1 16:38:57 2026,2100500000,EM_ANDAMENTO,tzO2,b10f2abe
Thu Jan  1 16:38:59 2026,2101000000,EM_ANDAMENTO,dy1WxpWA,0b242045
Thu Jan  1 16:39:01 2026,2101500000,EM_ANDAMENTO,H0Tc3v,b1043a50
Thu Jan  1 16:39:03 2026,2102000000,EM_ANDAMENTO,HCJIoHO,c4e6589a
Thu Jan  1 16:39:05 2026,2102500000,EM_ANDAMENTO,eUTY,b5e2b68b
Thu Jan  1 16:39:07 2026,2103000000,EM_ANDAMENTO,hayOWAAC,69aaa2b3
Thu Jan  1 16:39:09 2026,2103500000,EM_ANDAMENTO,hYYf1f,cc0b95f5
Thu Jan  1 16:39:11 2026,2104000000,EM_ANDAMENTO,Usf3Z5WYKjf,cd97af4b
Thu Jan  1 16:39:13 2026,2104500000,EM_ANDAMENTO,ms,58d08c4d
Thu Jan  1 16:39:14 2026,2105000000,EM_ANDAMENTO,KSjqnC,0940844e
Thu Jan  1 16:39:17 2026,2105500000,EM_ANDAMENTO,5,b485d77f
Thu Jan  1 16:39:18 2026,2106000000,EM_ANDAMENTO,J0c9,7b0f55a6
Thu Jan  1 16:39:20 2026,2106500000,EM_ANDAMENTO,LnyMZ0Cra3,c0fdc7df
Thu Jan  1 16:39:22 2026,2107000000,EM_ANDAMENTO,3,0a7fddc2
Thu Jan  1 16:39:24 2026,2107500000,EM_ANDAMENTO,GYVtoxRNy,e13c876f
Thu Jan  1 16:39:26 2026,2108000000,EM_ANDAMENTO,zsJ6uScEeZ,5841e767
Thu Jan  1 16:39:28 2026,2108500000,EM_ANDAMENTO,Zca,6a550f1d
Thu Jan  1 16:39:30 2026,2109000000,EM_ANDAMENTO,sNOJMm7Ky8O,4934563a
Thu Jan  1 16:39:32 2026,2109500000,EM_ANDAMENTO,pye6e6ngj,7845f752
Thu Jan  1 16:39:34 2026,2110000000,EM_ANDAMENTO,idiTeom7N74C,b713722d
Thu Jan  1 16:39:36 2026,2110500000,EM_ANDAMENTO,qK,1aa50978
Thu Jan  1 16:39:38 2026,2111000000,EM_ANDAMENTO,JvqWk0,0a895004
Thu Jan  1 16:39:40 2026,2111500000,EM_ANDAMENTO,1w10LNWtb3Dx,5650e6d8
Thu Jan  1 16:39:42 2026,2112000000,EM_ANDAMENTO,0elZOumcpyS,c677835f
Thu Jan  1 16:39:44 2026,2112500000,EM_ANDAMENTO,xSQGC8mdr1v,8e1451c8
Thu Jan  1 16:39:45 2026,2113000000,EM_ANDAMENTO,zD,68dea53b
Thu Jan  1 16:39:47 2026,2113500000,EM_ANDAMENTO,HL7,1e131c0d
Thu Jan  1 16:39:49 2026,2114000000,EM_ANDAMENTO,jMcEYdrYdPS,6c41ac71
Thu Jan  1 16:39:51 2026,2114500000,EM_ANDAMENTO,XOgmewU,aa99f479
Thu Jan  1 16:39:53 2026,2115000000,EM_ANDAMENTO,sKfI,47f1a4c6
Thu Jan  1 16:39:55 2026,2115500000,EM_ANDAMENTO,DBU1K1wbk,9b7fc02d
Thu Jan  1 16:39:57 2026,2116000000,EM_ANDAMENTO,kHuHWZQUY,84716c29
Thu Jan  1 16:39:59 2026,2116500000,EM_ANDAMENTO,7retnArOd90K,2bd122d4
Thu Jan  1 16:40:01 2026,2117000000,EM_ANDAMENTO,T6VX8kx0mlNe,e8c8d018
Thu Jan  1 16:40:03 2026,2117500000,EM_ANDAMENTO,bpCPJQnwiWRE,8c9be70d
Thu Jan  1 16:40:05 2026,2118000000,EM_ANDAMENTO,jou,4f917640
Thu Jan  1 16:40:07 2026,2118500000,EM_ANDAMENTO,0VI8oQxsYxN5,db27caa3
Thu Jan  1 16:40:09 2026,2119000000,EM_ANDAMENTO,pHnAr,857663bd
Thu Jan  1 16:40:11 2026,2119500000,EM_ANDAMENTO,5GReCAbJ,130b5888
Thu Jan  1 16:40:13 2026,2120000000,EM_ANDAMENTO,Mfz,3973fbe1
Thu Jan  1 16:40:15 2026,2120500000,EM_ANDAMENTO,kpJa8tat5,7f15f850
Thu Jan  1 16:40:17 2026,2121000000,EM_ANDAMENTO,WxiKB96tH,d0b25e89
Thu Jan  1 16:40:19 2026,2121500000,EM_ANDAMENTO,n,68f8ea7d
Thu Jan  1 16:40:21 2026,2122000000,EM_ANDAMENTO,jXjlPA7qLxrh,35224bce
Thu Jan  1 16:40:22 2026,2122500000,EM_ANDAMENTO,UON1OvLAQ7O,c8437ac7
Thu Jan  1 16:40:24 2026,2123000000,EM_ANDAMENTO,98MXO48UNCT,87508302
Thu Jan  1 16:40:26 2026,2123500000,EM_ANDAMENTO,xMHuskk4772M,bb405386
Thu Jan  1 16:40:28 2026,2124000000,EM_ANDAMENTO,NDUH,994fc254
Thu Jan  1 16:40:30 2026,2124500000,EM_ANDAMENTO,3vg,8fdb0f0e
Thu Jan  1 16:40:32 2026,2125000000,EM_ANDAMENTO,c,a5c1009b
Thu Jan  1 16:40:34 2026,2125500000,EM_ANDAMENTO,zBsrj,0e382d52
Thu Jan  1 16:40:36 2026,2126000000,EM_ANDAMENTO,n6L,12501932
Thu Jan  1 16:40:38 2026,2126500000,EM_ANDAMENTO,qdUCAxIceJG,146c2f8d
Thu Jan  1 16:40:40 2026,2127000000,EM_ANDAMENTO,PHTOHq4kKa7d,998460af
Thu Jan  1 16:40:42 2026,2127500000,EM_ANDAMENTO,JIR,a9f1d1eb
Thu Jan  1 16:40:44 2026,2128000000,EM_ANDAMENTO,gQxNwknSJXN,aa0319ad
Thu Jan  1 16:40:46 2026,2128500000,EM_ANDAMENTO,B9b,d6ca4a28
Thu Jan  1 16:40:48 2026,2129000000,EM_ANDAMENTO,iN0rR,5c759eae
Thu Jan  1 16:40:49 2026,2129500000,EM_ANDAMENTO,7C561nn,a8deddb9
Thu Jan  1 16:40:52 2026,2130000000,EM_ANDAMENTO,kM8X5,0a737221
Thu Jan  1 16:40:54 2026,2130500000,EM_ANDAMENTO,Vg,8de24647
Thu Jan  1 16:40:56 2026,2131000000,EM_ANDAMENTO,e9OCWGdf,e8bfa67e
Thu Jan  1 16:40:58 2026,2131500000,EM_ANDAMENTO,ZP7k6cVnK,2f82ba9b
Thu Jan  1 16:41:00 2026,2132000000,EM_ANDAMENTO,V6Nrautsf,d3968212
Thu Jan  1 16:41:02 2026,2132500000,EM_ANDAMENTO,BCqFvLZ,1f550f53
Thu Jan  1 16:41:04 2026,2133000000,EM_ANDAMENTO,V,55360b71
Thu Jan  1 16:41:06 2026,2133500000,EM_ANDAMENTO,YdMxB,0963eb67
Thu Jan  1 16:41:07 2026,2134000000,EM_ANDAMENTO,2c,0d3689ad
Thu Jan  1 16:41:09 2026,2134500000,EM_ANDAMENTO,uQvqWW,69c596dd
Thu Jan  1 16:41:11 2026,2135000000,EM_ANDAMENTO,6Oi7,72962c51
Thu Jan  1 16:41:13 2026,2135500000,EM_ANDAMENTO,PXiedsZn,c4e7a893
Thu Jan  1 16:41:15 2026,2136000000,EM_ANDAMENTO,UKnx59vY,bf17c1de
Thu Jan  1 16:41:17 2026,2136500000,EM_ANDAMENTO,HJMRRyXSVb,db30d992
Thu Jan  1 16:41:19 2026,2137000000,EM_ANDAMENTO,EqDpx,fde0f7f6
Thu Jan  1 16:41:21 2026,2137500000,EM_ANDAMENTO,vH5jb,80974fda
Thu Jan  1 16:41:24 2026,2138000000,EM_ANDAMENTO,s,bc5ac4a3
Thu Jan  1 16:41:26 2026,2138500000,EM_ANDAMENTO,Bg,458890de
Thu Jan  1 16:41:28 2026,2139000000,EM_ANDAMENTO,K4isRaiPyeNn,dfa2644f
Thu Jan  1 16:41:30 2026,2139500000,EM_ANDAMENTO,S5RJlJC,57585b33
Thu Jan  1 16:41:32 2026,2140000000,EM_ANDAMENTO,z6WfBLA1Xj,bc7989c7
Thu Jan  1 16:41:34 2026,2140500000,EM_ANDAMENTO,p9Mo,8125108f
Thu Jan  1 16:41:36 2026,2141000000,EM_ANDAMENTO,r6sy,18b9b80a
Thu Jan  1 16:41:39 2026,2141500000,EM_ANDAMENTO,MEF6W4Z,487fb86f
Thu Jan  1 16:41:41 2026,2142000000,EM_ANDAMENTO,rq2f,9f981dc6
Thu Jan  1 16:41:43 2026,2142500000,EM_ANDAMENTO,nTpobK,9d586a80
Thu Jan  1 16:41:45 2026,2143000000,EM_ANDAMENTO,AIKMJF4PVF7,e3d9c3b2
Thu Jan  1 16:41:47 2026,2143500000,EM_ANDAMENTO,LZIg6OYU2,bdab6219
Thu Jan  1 16:41:49 2026,2144000000,EM_ANDAMENTO,Xsw,d252f35b
